"REPORT_START_DATE","WEEK_NUMBER","ORDER_PLACED_AT_UTC","TRANSACTION_COMPLETED_AT_UTC","SELLER_ID","TRANSACTION_TYPE","TRANSACTION_MESSAGE","ORDER_ID","LISTING_TITLE","LISTING_DESCRIPTION","PRODUCT_CATEGORY","BUY_FORMAT","SALE_TYPE","QUANTITY_SOLD","SKU","COST_OF_GOODS","LIVESTREAM_ID","LIVESTREAM_TITLE","BUYER_NAME","BUYER_STATE","BUYER_COUNTRY","SHIPMENT_ID","TRANSACTION_CURRENCY","TRANSACTION_AMOUNT","BUYER_PAID","ORIGINAL_ITEM_PRICE","COUPON_COST","POST_COUPON_PRICE","SHIPPING_FEE","COMMISSION_FEE","PAYMENT_PROCESSING_FEE","TAX_ON_COMMISSION_FEE","TAX_ON_PAYMENT_PROCESSING_FEE","LEDGER_TRANSACTION_ID"
"2025-10-13 00:00:00",42,"2025-10-15 05:16:59","2025-10-15 05:17:00",20926743,"ORDER_EARNINGS","Charged deduction of $4.35 for giveaway order G5wpyaBx8FZHCVfD8hZpLR","582241388","Giveaway #1","Follow Sakima's Shows","Stickers","GIVEAWAY","",1,"","","1d3a6e4d-b331-441a-a325-d2767db9c536","Pop up Auction","jambram","WA","US","189844280","USD",-4.35,0.00,0.00,0.00,0.00,4.35,0.00,0.00,0.00,0.00,"577249232"
"2025-10-13 00:00:00",42,"2025-10-18 02:10:42","2025-10-18 07:07:59",20926743,"ORDER_EARNINGS","Earnings for selling a Item in hand. #6","587930308","Item in hand. #6","No Cancellations - Auction is primarily for Gold and Bullion, occasionally other items are sold. Item being purchased is the one intended to be sold by the host. Either by being shown on the screen as the item, or verbally adjusted. - Bid Responsibly. Do not bid if you do not understand exactly what you are bidding on. Ask questions before bidding. - Item Condition is as shown. Whatnot may display ""Mint"" for all items even if not.","Coins & Bullion","AUCTION","",1,"","","1a2a3ccc-d4a3-486f-a1de-0f8c9b695795","Super Sakima World","coin_centsei","NY","US","191572122","USD",1.56,2.14,3.00,-1.00,2.00,0.00,0.08,0.36,0.00,0.00,"583139550"
"2025-10-13 00:00:00",42,"2025-10-18 03:57:18","2025-10-18 07:07:59",20926743,"ORDER_EARNINGS","Earnings for selling a Item in hand. #29","588128127","Item in hand. #29","No Cancellations - Auction is primarily for Gold and Bullion, occasionally other items are sold. Item being purchased is the one intended to be sold by the host. Either by being shown on the screen as the item, or verbally adjusted. - Bid Responsibly. Do not bid if you do not understand exactly what you are bidding on. Ask questions before bidding. - Item Condition is as shown. Whatnot may display ""Mint"" for all items even if not.","Coins & Bullion","AUCTION","",1,"","","1a2a3ccc-d4a3-486f-a1de-0f8c9b695795","Super Sakima World","augieaggie","ME","US","191647026","USD",70.20,84.92,76.00,0.00,76.00,0.00,3.04,2.76,0.00,0.00,"583340896"
"2025-10-13 00:00:00",42,"2025-10-18 01:48:39","2025-10-18 07:07:59",20926743,"ORDER_EARNINGS","Earnings for selling a Item in hand. #4","587884439","Item in hand. #4","No Cancellations - Auction is primarily for Gold and Bullion, occasionally other items are sold. Item being purchased is the one intended to be sold by the host. Either by being shown on the screen as the item, or verbally adjusted. - Bid Responsibly. Do not bid if you do not understand exactly what you are bidding on. Ask questions before bidding. - Item Condition is as shown. Whatnot may display ""Mint"" for all items even if not.","Coins & Bullion","AUCTION","",1,"","","1a2a3ccc-d4a3-486f-a1de-0f8c9b695795","Super Sakima World","coin_centsei","NY","US","191572122","USD",-0.44,5.08,1.00,-0.99,0.01,0.00,0.00,0.45,0.00,0.00,"583092459"
"2025-10-13 00:00:00",42,"2025-10-18 02:30:59","2025-10-18 07:07:59",20926743,"ORDER_EARNINGS","Earnings for selling a Item in hand. #9","587971443","Item in hand. #9","No Cancellations - Auction is primarily for Gold and Bullion, occasionally other items are sold. Item being purchased is the one intended to be sold by the host. Either by being shown on the screen as the item, or verbally adjusted. - Bid Responsibly. Do not bid if you do not understand exactly what you are bidding on. Ask questions before bidding. - Item Condition is as shown. Whatnot may display ""Mint"" for all items even if not.","Coins & Bullion","AUCTION","",1,"","","1a2a3ccc-d4a3-486f-a1de-0f8c9b695795","Super Sakima World","coin_centsei","NY","US","191572122","USD",2.49,3.21,4.00,-1.00,3.00,0.00,0.12,0.39,0.00,0.00,"583181580"
"2025-10-13 00:00:00",42,"2025-10-18 02:44:41","2025-10-18 07:07:59",20926743,"ORDER_EARNINGS","Earnings for selling a Item in hand. #14","587999009","Item in hand. #14","No Cancellations - Auction is primarily for Gold and Bullion, occasionally other items are sold. Item being purchased is the one intended to be sold by the host. Either by being shown on the screen as the item, or verbally adjusted. - Bid Responsibly. Do not bid if you do not understand exactly what you are bidding on. Ask questions before bidding. - Item Condition is as shown. Whatnot may display ""Mint"" for all items even if not.","Coins & Bullion","AUCTION","",1,"","","1a2a3ccc-d4a3-486f-a1de-0f8c9b695795","Super Sakima World","coin_centsei","NY","US","191572122","USD",51.72,59.92,58.00,-2.00,56.00,0.00,2.24,2.04,0.00,0.00,"583209568"
"2025-10-13 00:00:00",42,"2025-10-18 01:13:19","2025-10-18 07:07:59",20926743,"ORDER_EARNINGS","Earnings for selling a Item in hand. #2","587809821","Item in hand. #2","No Cancellations - Auction is primarily for Gold and Bullion, occasionally other items are sold. Item being purchased is the one intended to be sold by the host. Either by being shown on the screen as the item, or verbally adjusted. - Bid Responsibly. Do not bid if you do not understand exactly what you are bidding on. Ask questions before bidding. - Item Condition is as shown. Whatnot may display ""Mint"" for all items even if not.","Coins & Bullion","AUCTION","",1,"","","1a2a3ccc-d4a3-486f-a1de-0f8c9b695795","Super Sakima World","jambram","WA","US","191548396","USD",12.61,18.35,14.00,0.00,14.00,0.00,0.56,0.83,0.00,0.00,"583016242"
"2025-10-13 00:00:00",42,"2025-10-18 02:27:59","2025-10-18 07:07:59",20926743,"ORDER_EARNINGS","Earnings for selling a Item in hand. #8","587965440","Item in hand. #8","No Cancellations - Auction is primarily for Gold and Bullion, occasionally other items are sold. Item being purchased is the one intended to be sold by the host. Either by being shown on the screen as the item, or verbally adjusted. - Bid Responsibly. Do not bid if you do not understand exactly what you are bidding on. Ask questions before bidding. - Item Condition is as shown. Whatnot may display ""Mint"" for all items even if not.","Coins & Bullion","AUCTION","",1,"","","1a2a3ccc-d4a3-486f-a1de-0f8c9b695795","Super Sakima World","bcogar","WV","US","191597238","USD",41.46,49.55,45.00,0.00,45.00,0.00,1.80,1.74,0.00,0.00,"583175443"
"2025-10-13 00:00:00",42,"2025-10-18 02:49:14","2025-10-18 07:07:59",20926743,"ORDER_EARNINGS","Earnings for selling a Item in hand. #16","588008090","Item in hand. #16","No Cancellations - Auction is primarily for Gold and Bullion, occasionally other items are sold. Item being purchased is the one intended to be sold by the host. Either by being shown on the screen as the item, or verbally adjusted. - Bid Responsibly. Do not bid if you do not understand exactly what you are bidding on. Ask questions before bidding. - Item Condition is as shown. Whatnot may display ""Mint"" for all items even if not.","Coins & Bullion","AUCTION","",1,"","","1a2a3ccc-d4a3-486f-a1de-0f8c9b695795","Super Sakima World","grandzeno540","VA","US","191610480","USD",56.36,65.55,61.00,0.00,61.00,0.00,2.44,2.20,0.00,0.00,"583218760"
"2025-10-13 00:00:00",42,"2025-10-18 02:40:28","2025-10-18 07:07:59",20926743,"ORDER_EARNINGS","Earnings for selling a Item in hand. #12","587990671","Item in hand. #12","No Cancellations - Auction is primarily for Gold and Bullion, occasionally other items are sold. Item being purchased is the one intended to be sold by the host. Either by being shown on the screen as the item, or verbally adjusted. - Bid Responsibly. Do not bid if you do not understand exactly what you are bidding on. Ask questions before bidding. - Item Condition is as shown. Whatnot may display ""Mint"" for all items even if not.","Coins & Bullion","AUCTION","",1,"","","1a2a3ccc-d4a3-486f-a1de-0f8c9b695795","Super Sakima World","kyleja8423","NE","US","191587233","USD",67.66,73.00,73.00,0.00,73.00,0.00,2.92,2.42,0.00,0.00,"583201165"
